profile_id,kl_top,kl_loc
2e684947-81c6-4139-b379-4c6627097015_top_0.0_loc_0.0,0.8903603907440579,858.0909731118013
f2de35e8-5afe-4742-a5ff-e3485a8e662c_top_0.0_loc_0.0,1.3493583741566244,867.9376682165089
05e50c86-03d2-44a0-87b2-1eb950d6b21a_top_0.0_loc_0.0,0.5607550070110643,855.9361602407045
f81c93e1-4aef-4d88-b5e3-7730a76279a9_top_0.0_loc_0.0,1.4258384971383944,867.9376682165089
48b37d16-62d2-461c-b6df-331d83c4489d_top_0.0_loc_0.0,2.677358078615053,862.8805020764639
7d71dff0-5cef-44f0-9d92-4d85e4ee1afa_top_0.0_loc_0.0,1.0172116439785333,861.1382412499004
de2601b9-77f3-464e-a3c2-86791f884321_top_0.0_loc_0.0,2.5506818961249587,862.8805020764639
0972251f-5e75-401f-a7bd-0d8dce06b4d7_top_0.0_loc_0.0,1.8760004639091354,867.9376682165089
6eb0c9a9-9c8d-4037-84ac-e4134675a40f_top_0.0_loc_0.0,0.6220734214310623,849.3259274853481
597d7177-10b1-4fc4-a5d4-c4180b50d5f7_top_0.0_loc_0.0,0.7345694090553828,857.2511160166732
40ebf5a6-914a-4643-9480-2f32dfeda9ce_top_0.0_loc_0.0,1.0409176043307902,859.816046724356
8d022e4f-382a-4cd4-a9c9-14ce7ed8e1c0_top_0.0_loc_0.0,0.5705101683987813,853.9113660032954
3f784df3-8ee8-4610-a049-d7817da2cb59_top_0.0_loc_0.0,0.5077165468415868,854.3167940220294
b51be087-be92-44d0-bfcb-9f6eca2d3536_top_0.0_loc_0.0,1.8415774879846873,862.8805020764639
00a35a81-ed26-4885-8af4-d75e3eab49a9_top_0.0_loc_0.0,2.588002955041207,859.816046724356
a5d4f158-613d-4d99-8a90-21bbbe4045a8_top_0.0_loc_0.0,1.3383334874937935,860.5617749580465
c3fa7b52-7d91-4584-b94a-c93d870d3aa4_top_0.0_loc_0.0,1.7409639077662251,859.816046724356
127902af-2e1f-4a4e-ba1c-b1a4e7f4e762_top_0.0_loc_0.0,1.194894857166467,865.405550565419
47971043-ebbd-42a5-8bc1-c0569d1d0885_top_0.0_loc_0.0,0.8543507810279255,862.5390964887316
97beac57-619e-4771-9922-9ba64d759082_top_0.0_loc_0.0,0.41670485154956216,861.1382412499004
