profile_id,kl_top,kl_loc
2e684947-81c6-4139-b379-4c6627097015_top_0.0_loc_0.0,0.8903603907440579,0.4414297875659846
f2de35e8-5afe-4742-a5ff-e3485a8e662c_top_0.0_loc_0.0,1.3493583741566242,2.1608239878401587
05e50c86-03d2-44a0-87b2-1eb950d6b21a_top_0.0_loc_0.0,0.5607550070110643,0.38187321276122577
f81c93e1-4aef-4d88-b5e3-7730a76279a9_top_0.0_loc_0.0,1.4258384971383944,2.1608239878401587
48b37d16-62d2-461c-b6df-331d83c4489d_top_0.0_loc_0.0,2.677358078615053,1.9320049107947193
7d71dff0-5cef-44f0-9d92-4d85e4ee1afa_top_0.0_loc_0.0,1.0172116439785333,1.7465446282357393
de2601b9-77f3-464e-a3c2-86791f884321_top_0.0_loc_0.0,2.5506818961249587,1.9320049107947193
0972251f-5e75-401f-a7bd-0d8dce06b4d7_top_0.0_loc_0.0,1.8760004639091354,2.1608239878401587
6eb0c9a9-9c8d-4037-84ac-e4134675a40f_top_0.0_loc_0.0,0.6220734214310621,0.05555795662692446
597d7177-10b1-4fc4-a5d4-c4180b50d5f7_top_0.0_loc_0.0,0.7345694090553828,1.6304433983762199
40ebf5a6-914a-4643-9480-2f32dfeda9ce_top_0.0_loc_0.0,1.0409176043307902,1.8313452490562345
8d022e4f-382a-4cd4-a9c9-14ce7ed8e1c0_top_0.0_loc_0.0,0.5705101683987813,0.3023852739017939
3f784df3-8ee8-4610-a049-d7817da2cb59_top_0.0_loc_0.0,0.507716546841587,0.2976499307064048
b51be087-be92-44d0-bfcb-9f6eca2d3536_top_0.0_loc_0.0,1.8415774879846873,1.9320049107947193
00a35a81-ed26-4885-8af4-d75e3eab49a9_top_0.0_loc_0.0,2.588002955041207,1.8313452490562345
a5d4f158-613d-4d99-8a90-21bbbe4045a8_top_0.0_loc_0.0,1.3383334874937935,0.602253001899797
c3fa7b52-7d91-4584-b94a-c93d870d3aa4_top_0.0_loc_0.0,1.7409639077662251,1.8313452490562345
127902af-2e1f-4a4e-ba1c-b1a4e7f4e762_top_0.0_loc_0.0,1.194894857166467,1.8999419390050254
47971043-ebbd-42a5-8bc1-c0569d1d0885_top_0.0_loc_0.0,0.8543507810279255,1.8045524579450667
97beac57-619e-4771-9922-9ba64d759082_top_0.0_loc_0.0,0.4167048515495621,1.7465446282357393
8eab16e1-1645-4843-974d-f0c9992b6816_top_0.0_loc_0.0,1.4119344056010805,1.8999419390050254
819e0934-fb2c-4e8c-9814-1d7b11c530c6_top_0.0_loc_0.0,3.130232470773831,1.9320049107947193
d4847ba9-b7d4-4e65-b791-026992ba817d_top_0.0_loc_0.0,0.4903049059367706,0.14597138132194767
4a37e16d-a63b-4ff0-b917-9d97299ccea1_top_0.0_loc_0.0,0.6011436602020607,0.35531690126299303
d04f3dc2-0118-4b90-a27c-c2e4c60d5cf3_top_0.0_loc_0.0,1.2241848228897179,1.9233113786724665
3cb82fb5-ca27-470a-a756-801f945b416f_top_0.0_loc_0.0,0.7478404501379882,0.29224782022026674
5a13852d-32d8-4dd6-8401-ab19f91a8255_top_0.0_loc_0.0,0.8265726756114441,1.8999419390050254
2e1f09a1-2ec9-4cdb-9f06-bc29b7aff52d_top_0.0_loc_0.0,0.6720999810757122,1.6304433983762199
8a8cee75-1bd0-47f2-90a0-55593df9f1d4_top_0.0_loc_0.0,1.0542076680722403,0.602253001899797
2e684947-81c6-4139-b379-4c6627097015_top_0.0_loc_0.05,0.8903603907440579,0.4414297875659846
f2de35e8-5afe-4742-a5ff-e3485a8e662c_top_0.0_loc_0.05,0.779856837880626,0.19886913741993148
05e50c86-03d2-44a0-87b2-1eb950d6b21a_top_0.0_loc_0.05,0.5607550070110643,0.38187321276122577
f81c93e1-4aef-4d88-b5e3-7730a76279a9_top_0.0_loc_0.05,1.1686710650165464,0.4186651832419668
